Names,profession,job_length,state,homeownership,annual_income,monthly_wage,debt_to_income,total_credit_limit,total_credit_utilized,loan_purpose,loan_amount,term,interest_rate,installment,total_payment,ten_of monthly,spent_strategy,issue_date,payoff_date
Jose Campbell,executive assistant to the director,2,DC,RENT,"66,000","5,500",17.49,52040,32376.00,credit_card,17000,60,16.02,414,30617,41,2460,1/1/2018,1/1/2023
Tonya Larson,finance,10,AZ,MORTGAGE,"45,000","3,750",17.49,205174,27470.00,debt_consolidation,10000,36,7.97,313,12391,31,1116,2/1/2018,2/1/2021
Kathy Barton,teacher,10,IL,MORTGAGE,"75,000","6,250",17.49,239059,31725.00,debt_consolidation,16000,36,7.34,497,19523,50,1800,3/1/2018,3/1/2021
Susan Wilson,recruiting coordinator & sourcer,0,CA,RENT,"71,000","5,917",17.49,43220,37585.00,moving,3600,36,20.39,135,5802,13,468,2/1/2018,2/1/2021
Nathan Thomas,director of operations,9,AZ,MORTGAGE,"87,120","7,260",17.48,109400,58817.00,debt_consolidation,30000,60,15.05,714,52575,71,4260,2/1/2018,2/1/2023
Kyle Joyce,manager,5,CO,MORTGAGE,"60,000","5,000",17.48,214394,36988.00,debt_consolidation,3000,36,15.05,104,4355,10,360,1/1/2018,1/1/2021
Thomas Crane,cantor,10,MI,MORTGAGE,"240,000","20,000",17.48,692921,107267.00,major_purchase,30000,36,12.62,"1,005",41358,101,3636,1/1/2018,1/1/2021
Ryan Smith,manager,2,NY,MORTGAGE,"68,000","5,667",17.48,190503,47742.00,small_business,12000,36,20,446,19200,45,1620,1/1/2018,1/1/2021
Loretta Bauer,,,IL,MORTGAGE,"20,000","1,667",17.47,70495,3887.00,credit_card,4000,36,14.08,137,5690,14,504,2/1/2018,2/1/2021
Sarah Murphy,service technician,6,VA,MORTGAGE,"70,000","5,833",17.47,267372,29347.00,debt_consolidation,30000,60,11.98,667,47970,67,4020,3/1/2018,3/1/2023
Jordan Williamson,creative executive,0,CA,RENT,"70,000","5,833",17.47,66353,47113.00,credit_card,10000,36,6.72,308,12016,31,1116,1/1/2018,1/1/2021
Robert Jones,executive vice president,10,TN,MORTGAGE,"405,000","33,750",17.46,472861,231313.00,home_improvement,17500,36,6.71,538,21023,54,1944,3/1/2018,3/1/2021
Ashley Anderson,manager,10,NJ,MORTGAGE,"123,000","10,250",17.46,536093,82806.00,debt_consolidation,15000,36,11.99,498,20396,50,1800,2/1/2018,2/1/2021
Julie Ramirez,teacher,10,OH,MORTGAGE,"62,000","5,167",17.46,202768,38276.00,debt_consolidation,14000,60,16.02,341,25214,34,2040,1/1/2018,1/1/2023
Natasha Pollard,"information associat, sr",10,AZ,OWN,"45,500","3,792",17.46,196864,26403.00,other,6000,36,11.99,199,8158,20,720,1/1/2018,1/1/2021
Robert Vincent,paralegal,7,MA,RENT,"89,000","7,417",17.46,109882,54577.00,debt_consolidation,30000,36,6.08,914,35472,91,3276,1/1/2018,1/1/2021
Vickie Andrade,warehouse,0,IL,MORTGAGE,"65,000","5,417",17.45,285198,18411.00,debt_consolidation,23000,60,21.45,628,47668,63,3780,1/1/2018,1/1/2023
Rachel Cummings MD,interpreter ,1,PA,RENT,"50,000","4,167",17.45,83500,33877.00,credit_card,25000,36,9.43,800,32073,80,2880,3/1/2018,3/1/2021
Charlotte Cunningham,financial management techncian,4,CT,MORTGAGE,"65,000","5,417",17.45,344646,123020.00,credit_card,24000,36,6,733,28320,73,2628,1/1/2018,1/1/2021
Jennifer Kennedy,,,IN,MORTGAGE,"39,000","3,250",17.45,149576,18205.00,debt_consolidation,20000,60,18.45,513,38450,51,3060,3/1/2018,3/1/2023
Stephen Crawford,owners,10,TX,MORTGAGE,"48,000","4,000",17.44,145545,8266.00,debt_consolidation,10000,36,10.91,327,13273,33,1188,2/1/2018,2/1/2021
Dawn Mckinney,master driver,10,VA,MORTGAGE,"90,000","7,500",17.44,524622,87687.00,debt_consolidation,24000,60,10.42,515,36504,51,3060,1/1/2018,1/1/2023
Robert Williams,billing supervisor,7,CA,RENT,"62,000","5,167",17.44,27000,19272.00,debt_consolidation,20000,36,11.99,664,27194,66,2376,2/1/2018,2/1/2021
Lauren Meadows,heavy equipment operator,10,WV,MORTGAGE,"45,300","3,775",17.43,146670,24429.00,debt_consolidation,18000,60,16.02,438,32418,44,2640,2/1/2018,2/1/2023
Deborah Coleman,,,FL,OWN,"40,012","3,334",17.43,52646,31685.00,debt_consolidation,10000,36,7.34,310,12202,31,1116,3/1/2018,3/1/2021
Melissa Scott,,,CO,RENT,"42,000","3,500",17.43,121474,25933.00,credit_card,2500,36,7.35,78,3051,8,288,1/1/2018,1/1/2021
Diana Robinson,staff accountant,2,AR,RENT,"55,000","4,583",17.43,46617,35823.00,debt_consolidation,10000,36,6.72,308,12016,31,1116,1/1/2018,1/1/2021
Christina Bryant,legal secretary,3,NY,RENT,"74,000","6,167",17.43,148383,110615.00,debt_consolidation,32400,60,19.42,848,63860,85,5100,3/1/2018,3/1/2023
Kimberly Anderson,cashier,3,FL,OWN,"21,000","1,750",17.43,16060,12143.00,debt_consolidation,20000,60,15.05,476,35050,48,2880,1/1/2018,1/1/2023
Darlene Hill,installer,10,SC,RENT,"33,600","2,800",17.43,32347,15967.00,debt_consolidation,18000,36,9.93,580,23362,58,2088,2/1/2018,2/1/2021
Katherine Jones,vp of operations,2,DC,MORTGAGE,"135,000","11,250",17.42,372772,101338.00,major_purchase,16800,60,16.02,409,30257,41,2460,1/1/2018,1/1/2023
Amanda Curtis,flight attendant,9,NC,RENT,"62,000","5,167",17.42,64167,21465.00,debt_consolidation,15000,36,7.97,470,18587,47,1692,1/1/2018,1/1/2021
Michael Salazar,patient safety companion,1,NC,RENT,"31,000","2,583",17.42,13561,5163.00,credit_card,10000,36,15.04,347,14512,35,1260,3/1/2018,3/1/2021
Nicholas Duarte,dental hygienist,0,TX,RENT,"35,000","2,917",17.42,106233,34328.00,major_purchase,13000,60,9.44,273,19136,27,1620,2/1/2018,2/1/2023
Jane Case,front office manager,10,TX,MORTGAGE,"88,932","7,411",17.42,226673,41134.00,credit_card,14000,60,9.93,297,20951,30,1800,1/1/2018,1/1/2023
Eric Roth,quality engineer,2,LA,MORTGAGE,"97,000","8,083",17.41,317853,148101.00,credit_card,31200,60,20,827,62400,83,4980,1/1/2018,1/1/2023
Jessica Crawford,edi analyst,6,NJ,MORTGAGE,"103,000","8,583",17.41,413445,86343.00,credit_card,14000,60,9.44,294,20608,29,1740,1/1/2018,1/1/2023
Ricardo Shaffer,showroom manager,2,NY,MORTGAGE,"90,000","7,500",17.41,88768,32763.00,home_improvement,10000,60,20.39,267,20195,27,1620,3/1/2018,3/1/2023
Luke Hudson,lvn,7,TX,OWN,"52,000","4,333",17.4,43300,15795.00,home_improvement,13000,36,5.31,391,15071,39,1404,3/1/2018,3/1/2021
Matthew Perry,principal,1,TX,MORTGAGE,"65,000","5,417",17.4,364724,56174.00,debt_consolidation,10200,36,6.72,314,12256,31,1116,1/1/2018,1/1/2021
John Boyd,route representative ,3,NY,RENT,"52,000","4,333",17.4,63800,24423.00,credit_card,15000,36,5.32,452,17394,45,1620,2/1/2018,2/1/2021
Matthew Carter,director of administration,6,FL,MORTGAGE,"75,000","6,250",17.39,124832,37560.00,debt_consolidation,25200,60,16.02,613,45385,61,3660,1/1/2018,1/1/2023
Rebecca Vance,teacher ,4,NY,RENT,"67,000","5,583",17.39,79982,72589.00,debt_consolidation,16800,36,10.91,549,22299,55,1980,1/1/2018,1/1/2021
Renee Calhoun,financial reporting manager,8,MD,RENT,"100,000","8,333",17.39,85440,70391.00,debt_consolidation,20000,60,17.09,498,37090,50,3000,2/1/2018,2/1/2023
Theresa Hill,,,CA,MORTGAGE,"125,000","10,417",17.38,509898,71078.00,credit_card,8000,36,10.9,262,10616,26,936,2/1/2018,2/1/2021
Angela Jones,engineer,10,WI,MORTGAGE,"70,000","5,833",17.38,44548,39641.00,debt_consolidation,10500,60,20.39,280,21205,28,1680,2/1/2018,2/1/2023
Michelle Cooley,personal banker,1,GA,MORTGAGE,"50,000","4,167",17.38,49557,25633.00,other,6500,36,12.62,218,8961,22,792,1/1/2018,1/1/2021
Robert Jordan,supervisor,10,IL,MORTGAGE,"150,000","12,500",17.37,307454,69003.00,credit_card,35000,60,21.45,956,72538,96,5760,1/1/2018,1/1/2023
Daniel Donaldson,accounting,10,CA,MORTGAGE,"170,000","14,167",17.37,484350,80617.00,credit_card,30000,36,7.34,931,36606,93,3348,3/1/2018,3/1/2021
Jacob Collins,team leader,10,CO,RENT,"42,000","3,500",17.37,25092,13643.00,other,4800,36,12.61,161,6616,16,576,3/1/2018,3/1/2021
William Maldonado,clinical advisor behavirol health,6,FL,RENT,"86,845","7,237",17.37,81769,43629.00,other,20000,60,21.45,546,41450,55,3300,1/1/2018,1/1/2023
Alyssa Luna,dental hygienist ,6,TX,OWN,"63,360","5,280",17.37,88748,61435.00,other,10000,36,7.97,313,12391,31,1116,2/1/2018,2/1/2021
Joseph Ross,coding manager,9,LA,RENT,"71,000","5,917",17.36,75613,38793.00,debt_consolidation,36350,60,12.61,820,59269,82,4920,3/1/2018,3/1/2023
Martin Estrada,owner ,10,MO,MORTGAGE,"110,000","9,167",17.36,87550,60828.00,debt_consolidation,18000,36,10.91,589,23891,59,2124,1/1/2018,1/1/2021
John Diaz,supervisor spd,10,MD,RENT,"65,000","5,417",17.36,63968,31198.00,debt_consolidation,8000,36,10.42,260,10501,26,936,1/1/2018,1/1/2021
Christopher Vincent,administrative secretary ,10,CA,RENT,"69,108","5,759",17.36,54357,26201.00,credit_card,10000,36,7.97,313,12391,31,1116,1/1/2018,1/1/2021
Rachel Mullen,soldier,5,MD,RENT,"56,912","4,743",17.36,78289,36562.00,debt_consolidation,12000,36,6.71,369,14416,37,1332,3/1/2018,3/1/2021
Michael Whitaker,engineer,10,CA,MORTGAGE,"140,000","11,667",17.35,617072,79804.00,other,19425,60,12.62,438,31682,44,2640,2/1/2018,2/1/2023
Gary Lopez,fts,10,OH,MORTGAGE,"98,000","8,167",17.35,330461,87346.00,home_improvement,7000,36,5.32,211,8117,21,756,2/1/2018,2/1/2021
Jennifer Hanna,financial management,10,MD,MORTGAGE,"103,000","8,583",17.35,642952,49118.00,debt_consolidation,35000,36,18.06,"1,266",53963,127,4572,1/1/2018,1/1/2021
Michael Mendoza PhD,vp tech support andtraining,10,CA,MORTGAGE,"110,000","9,167",17.35,520668,53146.00,debt_consolidation,17000,36,6.08,518,20101,52,1872,1/1/2018,1/1/2021
Cynthia Fuller,executive assistant,1,WA,RENT,"61,200","5,100",17.35,47114,22154.00,credit_card,16000,36,15.05,555,23224,56,2016,1/1/2018,1/1/2021
Kelsey Gray,warehouse ,10,WA,MORTGAGE,"79,000","6,583",17.35,293380,44882.00,debt_consolidation,19200,60,19.03,498,37469,50,3000,2/1/2018,2/1/2023
Amber Brown,sales,6,MI,RENT,"63,000","5,250",17.35,54860,17907.00,debt_consolidation,15000,60,9.92,318,22440,32,1920,3/1/2018,3/1/2023
Daniel Parker,inventory control,10,OR,RENT,"35,000","2,917",17.35,24297,19026.00,debt_consolidation,22000,60,21.85,606,46035,61,3660,3/1/2018,3/1/2023
Jessica Stewart,director of property assets and finance,7,TN,RENT,"70,000","5,833",17.35,97512,61626.00,other,16000,36,7.96,501,19821,50,1800,3/1/2018,3/1/2021
Jennifer Johnson,operations manager,1,NY,RENT,"62,000","5,167",17.34,36843,25734.00,debt_consolidation,32000,60,18.06,814,60896,81,4860,1/1/2018,1/1/2023
Thomas Howard,regional underwriting manager,5,NM,MORTGAGE,"160,000","13,333",17.34,454091,91017.00,debt_consolidation,24000,60,17.09,598,44508,60,3600,1/1/2018,1/1/2023
Michael Meyers,president,10,AZ,MORTGAGE,"75,000","6,250",17.34,268556,25819.00,major_purchase,15000,36,7.35,466,18308,47,1692,1/1/2018,1/1/2021
Tyler Conrad,team member,2,ME,MORTGAGE,"42,000","3,500",17.34,164754,22532.00,credit_card,7000,36,6.72,215,8411,22,792,2/1/2018,2/1/2021
Sierra Allen,director,9,NE,MORTGAGE,"70,000","5,833",17.33,296730,50622.00,other,9500,36,12.61,318,13094,32,1152,3/1/2018,3/1/2021
Justin Lewis,manager,7,VA,RENT,"115,000","9,583",17.33,58351,41537.00,debt_consolidation,24000,60,11.98,534,38376,53,3180,3/1/2018,3/1/2023
Paul Meyers,environmental consultant,0,MA,RENT,"50,000","4,167",17.33,79423,68028.00,debt_consolidation,13500,36,15.05,468,19595,47,1692,1/1/2018,1/1/2021
Amy Romero,technician,10,TX,MORTGAGE,"52,000","4,333",17.33,186394,32907.00,debt_consolidation,12000,36,12.61,402,16540,40,1440,3/1/2018,3/1/2021
Dakota Warren,network architect,2,NE,MORTGAGE,"105,000","8,750",17.33,279386,28160.00,home_improvement,16500,36,5.31,497,19128,50,1800,3/1/2018,3/1/2021
Dawn Park,foreman,0,AZ,MORTGAGE,"37,000","3,083",17.32,271238,17366.00,debt_consolidation,4000,36,10.91,131,5309,13,468,1/1/2018,1/1/2021
Randy Bishop,assistant professor ,1,NM,RENT,"80,000","6,667",17.32,115315,50974.00,credit_card,7500,36,5.32,226,8697,23,828,2/1/2018,2/1/2021
Darryl Norris,program analyst ,10,VA,RENT,"82,000","6,833",17.31,65425,69177.00,credit_card,8000,36,7.96,251,9910,25,900,3/1/2018,3/1/2021
Joe Jordan,information tech specialist 4,10,NY,MORTGAGE,"95,000","7,917",17.31,554759,65650.00,debt_consolidation,9775,36,5.31,294,11332,29,1044,3/1/2018,3/1/2021
Carla Miller,supervisor,0,AR,RENT,"50,000","4,167",17.31,115076,96488.00,debt_consolidation,10000,36,10.42,325,13126,32,1152,2/1/2018,2/1/2021
Leslie Boyle,new accounts rep ,4,TX,MORTGAGE,"31,700","2,642",17.31,74275,13299.00,debt_consolidation,13000,36,13.59,442,18300,44,1584,2/1/2018,2/1/2021
Jane Weeks,stamping quality control,10,MS,OWN,"55,000","4,583",17.3,38489,26028.00,debt_consolidation,15000,60,17.09,374,27818,37,2220,2/1/2018,2/1/2023
William Wells,federal agent,10,TX,MORTGAGE,"93,000","7,750",17.3,106651,40999.00,other,30000,60,13.58,692,50370,69,4140,3/1/2018,3/1/2023
Erin Burgess,command master chief,10,VA,MORTGAGE,"105,000","8,750",17.3,311303,66893.00,debt_consolidation,10000,36,9.92,322,12976,32,1152,3/1/2018,3/1/2021
Brianna Reed,assistant clinical director,0,NY,RENT,"87,000","7,250",17.3,187421,194083.00,credit_card,19000,60,12.61,429,30980,43,2580,2/1/2018,2/1/2023
Ricky Schultz,market leader,3,VA,RENT,"70,000","5,833",17.3,87221,72232.00,debt_consolidation,5000,36,10.9,163,6635,16,576,3/1/2018,3/1/2021
Cesar Chandler,secretary,10,CA,RENT,"70,000","5,833",17.3,59042,50345.00,other,18000,36,20,669,28800,67,2412,1/1/2018,1/1/2021
Michael Pineda,technical specialists ,2,FL,RENT,"36,000","3,000",17.3,26929,21103.00,debt_consolidation,10000,60,22.9,281,21450,28,1680,3/1/2018,3/1/2023
Grace Tanner,physical therapist,0,WA,MORTGAGE,"118,000","9,833",17.29,219423,77113.00,debt_consolidation,40000,36,7.35,"1,242",48820,124,4464,2/1/2018,2/1/2021
John Carter,retail clerk,10,CA,RENT,"42,000","3,500",17.29,49633,18525.00,debt_consolidation,14000,60,9.93,297,20951,30,1800,1/1/2018,1/1/2023
April Snow,it consultant,4,MA,MORTGAGE,"70,000","5,833",17.28,240724,40285.00,debt_consolidation,10000,36,7.35,310,12205,31,1116,1/1/2018,1/1/2021
Trevor Church,professional,2,FL,MORTGAGE,"100,000","8,333",17.28,335039,64218.00,credit_card,18000,36,9.93,580,23362,58,2088,1/1/2018,1/1/2021
Caleb Lynch,senior developer,10,VA,MORTGAGE,"130,000","10,833",17.28,800792,234410.00,debt_consolidation,10000,36,7.97,313,12391,31,1116,2/1/2018,2/1/2021
Michael Thompson,project manager,0,FL,MORTGAGE,"130,000","10,833",17.28,229391,52011.00,debt_consolidation,25000,60,15.05,595,43813,60,3600,1/1/2018,1/1/2023
Kathleen Smith,truck driver,5,IL,MORTGAGE,"60,000","5,000",17.28,47882,36724.00,credit_card,11400,60,14.08,266,19426,27,1620,1/1/2018,1/1/2023
Thomas Moore,director,2,MD,RENT,"102,000","8,500",17.28,64085,32643.00,credit_card,10000,36,17.09,357,15127,36,1296,1/1/2018,1/1/2021
Matthew Rowe,management,10,OR,RENT,"68,000","5,667",17.28,205036,37791.00,debt_consolidation,20000,60,16.02,487,36020,49,2940,1/1/2018,1/1/2023
Donald Curry,senior film processor,10,AL,OWN,"94,000","7,833",17.27,83143,58413.00,debt_consolidation,9000,36,9.43,288,11546,29,1044,2/1/2018,2/1/2021
Sabrina Clark,problem manager ,5,CO,RENT,"80,000","6,667",17.27,69004,52106.00,debt_consolidation,23000,60,16.02,560,41423,56,3360,2/1/2018,2/1/2023
Julia Richardson,security,10,GA,MORTGAGE,"54,000","4,500",17.27,275062,20031.00,debt_consolidation,9000,36,5.32,271,10436,27,972,2/1/2018,2/1/2021
Lisa Hopkins,information assurance ,2,MD,MORTGAGE,"115,000","9,583",17.27,573732,76204.00,credit_card,8400,36,7.97,263,10408,26,936,1/1/2018,1/1/2021
Shane Washington,auditor,2,CA,RENT,"83,043","6,920",17.27,95948,80968.00,debt_consolidation,30000,36,13.59,"1,019",42231,102,3672,2/1/2018,2/1/2021
Mike Jackson,research associate,7,CA,RENT,"56,000","4,667",17.27,207777,21316.00,debt_consolidation,8300,36,6.07,253,9811,25,900,3/1/2018,3/1/2021
Logan Zuniga,owner,9,TX,MORTGAGE,"182,000","15,167",17.27,144750,109809.00,debt_consolidation,40000,36,10.91,"1,308",53092,131,4716,1/1/2018,1/1/2021
Blake Williams,,,VT,MORTGAGE,"47,782","3,982",17.26,325191,32683.00,home_improvement,13575,36,21.85,517,22473,52,1872,3/1/2018,3/1/2021
Reginald Bailey,machine operator,5,IN,OWN,"50,000","4,167",17.26,39289,22712.00,credit_card,9000,36,7.97,282,11152,28,1008,2/1/2018,2/1/2021
Samuel Moyer,deli/bakery manager,10,NC,OWN,"33,110","2,759",17.25,28270,21416.00,debt_consolidation,10000,60,13.59,231,16795,23,1380,2/1/2018,2/1/2023
William Robles,project manager,3,CA,RENT,"51,000","4,250",17.25,52441,38608.00,credit_card,12000,36,15.05,416,17418,42,1512,2/1/2018,2/1/2021
Kathy Rodriguez,,,CA,MORTGAGE,"48,000","4,000",17.25,424400,26965.00,other,20000,60,7.34,399,27340,40,2400,2/1/2018,2/1/2023
Nicole Thornton,owner,6,CO,RENT,"68,000","5,667",17.25,68550,37396.00,debt_consolidation,15000,60,10.42,322,22815,32,1920,2/1/2018,2/1/2023
Nichole Small,software engineer,2,CA,RENT,"145,000","12,083",17.25,96600,38897.00,debt_consolidation,12000,36,5.31,361,13912,36,1296,2/1/2018,2/1/2021
John Little,lpn,2,WI,RENT,"48,000","4,000",17.25,101156,58674.00,credit_card,6000,36,6.72,185,7210,18,648,1/1/2018,1/1/2021
Julie Krause,special education teacher,10,NY,RENT,"65,000","5,417",17.25,75300,65519.00,debt_consolidation,40000,60,18.06,"1,017",76120,102,6120,3/1/2018,3/1/2023
Dr. Laura Fernandez,,,CA,OWN,"49,000","4,083",17.24,75300,26067.00,debt_consolidation,5500,36,10.42,179,7219,18,648,1/1/2018,1/1/2021
William Kemp,service manager,1,OK,MORTGAGE,"125,000","10,417",17.24,287633,79499.00,debt_consolidation,30000,60,15.05,714,52575,71,4260,1/1/2018,1/1/2023
Marissa Hill,registered nurse,6,NC,MORTGAGE,"88,000","7,333",17.24,404236,199983.00,credit_card,10000,36,10.42,325,13126,32,1152,1/1/2018,1/1/2021
Craig Tran,store management ,10,TX,MORTGAGE,"61,880","5,157",17.24,142335,30270.00,debt_consolidation,10000,36,9.92,322,12976,32,1152,3/1/2018,3/1/2021
Elizabeth Smith,floor tech,4,MA,RENT,"30,000","2,500",17.24,31400,18096.00,debt_consolidation,10000,36,11.99,332,13597,33,1188,2/1/2018,2/1/2021
Mr. Joshua Williams DDS,firefighter/emt,5,WA,RENT,"84,500","7,042",17.24,58023,31248.00,other,20000,36,11.99,664,27194,66,2376,1/1/2018,1/1/2021
Rachel Cannon,hr analyst,0,FL,RENT,"75,000","6,250",17.23,126928,135100.00,debt_consolidation,10000,36,14.07,342,14221,34,1224,3/1/2018,3/1/2021
Tyler Perry,detective investigator  ,10,TX,OWN,"120,000","10,000",17.23,162525,39201.00,home_improvement,10000,36,5.32,301,11596,30,1080,1/1/2018,1/1/2021
Timothy Jones,pharmacy technician ,10,IL,OWN,"50,000","4,167",17.23,127498,16349.00,debt_consolidation,20000,60,12.62,451,32620,45,2700,2/1/2018,2/1/2023
Rebecca Flynn,assistant principal,0,GA,RENT,"78,000","6,500",17.22,187355,169469.00,debt_consolidation,40000,36,10.41,"1,298",52492,130,4680,2/1/2018,2/1/2021
Natalie Shah,filling lead,10,PA,RENT,"50,000","4,167",17.21,83577,27229.00,debt_consolidation,12500,36,7.34,388,15253,39,1404,3/1/2018,3/1/2021
Joshua Brady,supervisor,8,FL,MORTGAGE,"33,000","2,750",17.2,174900,21684.00,debt_consolidation,32000,60,14.08,746,54528,75,4500,2/1/2018,2/1/2023
Luis Tran,operator,2,NY,OWN,"125,000","10,417",17.2,118305,57511.00,debt_consolidation,30000,36,10.41,974,39369,97,3492,3/1/2018,3/1/2021
Lauren Velasquez,president,10,NY,MORTGAGE,"49,920","4,160",17.19,97111,30825.00,debt_consolidation,40000,36,6.72,"1,230",48064,123,4428,2/1/2018,2/1/2021
Mario Johnson,superintendent ,7,NY,MORTGAGE,"200,000","16,667",17.19,173951,64070.00,debt_consolidation,20000,36,21.85,762,33110,76,2736,2/1/2018,2/1/2021
Meghan Brown,intern pharmacist,3,FL,RENT,"52,000","4,333",17.19,250825,256705.00,debt_consolidation,4000,36,20.39,149,6447,15,540,3/1/2018,3/1/2021
Kimberly Chavez,business manager,10,MO,MORTGAGE,"129,000","10,750",17.19,389325,136811.00,home_improvement,40000,60,9.44,839,58880,84,5040,2/1/2018,2/1/2023
Danny Adams,president,10,OH,MORTGAGE,"72,000","6,000",17.18,144500,31210.00,credit_card,25000,36,6.72,769,30040,77,2772,2/1/2018,2/1/2021
Nathan King,ops manager ,4,PA,MORTGAGE,"150,000","12,500",17.18,464109,258843.00,debt_consolidation,15750,36,7.34,489,19218,49,1764,3/1/2018,3/1/2021
Deborah Blanchard,principal consultant,10,FL,MORTGAGE,"135,865","11,322",17.18,355728,56498.00,home_improvement,6500,36,6.08,198,7686,20,720,1/1/2018,1/1/2021
Vanessa Thompson,independent contractor ,4,CA,RENT,"89,748","7,479",17.18,64445,51645.00,debt_consolidation,30000,36,19.03,"1,100",47127,110,3960,1/1/2018,1/1/2021
Madison Martin,undergound lineman,10,NY,MORTGAGE,"140,000","11,667",17.18,277874,72561.00,debt_consolidation,24775,60,20,656,49550,66,3960,2/1/2018,2/1/2023
Michael Gonzales,press operator ,10,MI,OWN,"54,000","4,500",17.18,33200,16683.00,debt_consolidation,7000,36,10.91,229,9291,23,828,1/1/2018,1/1/2021
Andrew Golden,store director,5,AZ,MORTGAGE,"48,000","4,000",17.18,266642,136546.00,debt_consolidation,20000,60,10.9,434,30900,43,2580,3/1/2018,3/1/2023
Amy Brock,worker in kitchen,10,PA,MORTGAGE,"20,000","1,667",17.17,17300,6051.00,debt_consolidation,10000,36,12.61,335,13783,34,1224,3/1/2018,3/1/2021
Katherine Mullen,driver,10,CA,RENT,"90,000","7,500",17.17,116870,75228.00,debt_consolidation,7800,36,13.58,265,10978,27,972,3/1/2018,3/1/2021
Bradley Frazier,blackjack dealer,1,CA,OWN,"20,000","1,667",17.17,40649,8963.00,credit_card,8000,36,9.44,256,10266,26,936,1/1/2018,1/1/2021
Tara Dennis,,,NY,OWN,"103,000","8,583",17.16,63755,34634.00,credit_card,14000,36,20.39,523,22564,52,1872,3/1/2018,3/1/2021
Kelly Williamson,immigration enforcement agent,10,LA,RENT,"95,000","7,917",17.16,66439,52753.00,debt_consolidation,18000,36,12.61,603,24809,60,2160,2/1/2018,2/1/2021
Erin Harrison,sr program manager,10,FL,RENT,"93,500","7,792",17.16,82765,55098.00,other,9500,36,16.01,334,14063,33,1188,3/1/2018,3/1/2021
Sheryl Ward,sales rep,4,CA,RENT,"64,000","5,333",17.16,45533,33169.00,debt_consolidation,20000,60,19.03,519,39030,52,3120,2/1/2018,2/1/2023
Megan Moran,supervisor,4,GA,OWN,"68,000","5,667",17.15,221901,20425.00,debt_consolidation,5000,36,7.35,155,6103,16,576,1/1/2018,1/1/2021
