Names,profession,loan_purpose,total_credit_utilized,loan_amount,interest_rate,term,ten_of monthly,total_satoshis,total_sp_value,payoff_date,sp_price_on_date,btc_price_on_date,btc_sold_on_term,sp_sold_term,total_payment,spent_strategy
Cole Fuller,registered nurse ,debt_consolidation,115098,19000,11.99,36,63,30273390,0.7812,2/1/2021,3773,33064,10009.59,2947.4676,11821,1080
Julie Smith,teacher,credit_card,65633,16000,6.72,36,49,23545970,0.6076,2/1/2021,3773,33064,7785.24,2292.4748,15535,1296
Teresa Sanders,truck driver,credit_card,52121,14400,17.09,60,36,20069568,0.175,2/1/2023,4119,23137,4643.5,720.825,22264,2088
Hannah Wong,manager,major_purchase,3731,7000,9.43,36,22,10571660,0.2728,2/1/2021,3773,33064,3495.41,1029.2744,19248,1728
Douglas Meyer,plumber,debt_consolidation,45461,16000,6.08,36,49,23545970,0.6076,2/1/2021,3773,33064,7785.24,2292.4748,27757,2556
Vanessa Reynolds,program manager,other,110441,8000,14.08,36,27,12974310,0.3348,2/1/2021,3773,33064,4289.83,1263.2004,5912,540
Nicole Keller,paralegal,debt_consolidation,64636,10000,10.42,36,32,15376960,0.3968,2/1/2021,3773,33064,5084.24,1497.1264,34724,2880
Micheal Fry,aid,home_improvement,16593,16025,23.88,60,46,25644448,0.828,2/1/2023,4119,23137,5933.36,3410.532,5121,432
Autumn Novak,systems engineer,debt_consolidation,120099,30000,7.97,60,61,34006768,1.098,2/1/2023,4119,23137,7868.15,4522.662,24594,2268
Charles Bush,,other,38804,10000,10.91,36,33,15857490,0.4092,2/1/2021,3773,33064,5243.12,1543.9116,34174,3132
Monica Barnett,,other,12904,10000,7.97,36,31,14896430,0.3844,2/1/2021,3773,33064,4925.36,1450.3412,12829,1152
Robert Harper,massage therapist,credit_card,9515,9000,10.91,36,29,13935370,0.3596,2/1/2021,3773,33064,4607.59,1356.7708,10618,936
Christina Evans,coordinator ,debt_consolidation,2951,3000,11.98,36,10,4805300,0.124,2/1/2021,3773,33064,1588.82,467.852,13783,1224
Danielle Martin,housekeeping manager,credit_card,10697,12000,7.35,36,37,17779610,0.4588,2/1/2021,3773,33064,5878.65,1731.0524,15256,1404
Robert Hood,,debt_consolidation,48611,22000,19.03,60,57,31776816,1.026,2/1/2023,4119,23137,7352.2,4226.094,10618,936
Ellen Castaneda,technician ,debt_consolidation,26174,20000,13.59,60,46,25644448,0.828,2/1/2023,4119,23137,5933.36,3410.532,13342,1188
Jeffrey Robinson,cna,credit_card,35640,12000,21.45,60,33,18397104,0.594,2/1/2023,4119,23137,4256.54,2446.686,26872,2220
James Rocha,purchasing supervisor,debt_consolidation,62430,14000,19.03,60,36,20069568,0.648,2/1/2023,4119,23137,4643.5,2669.112,37090,3000
Richard Combs,assembly mechanic,credit_card,71367,40000,16.02,60,97,54076336,1.746,2/1/2023,4119,23137,12511.64,7191.774,25952,2304
Travis Wise MD,claims,credit_card,48810,4500,7.97,36,14,6727420,0.1736,2/1/2021,3773,33064,2224.35,654.9928,20000,1560
Martha Hammond,"assistant director, budget & finance",credit_card,94160,40000,5.32,36,120,57663600,1.488,2/1/2021,3773,33064,19065.89,5614.224,2625,216
Erica Holmes,technician,credit_card,41884,15000,14.08,36,51,24507030,0.6324,2/1/2021,3773,33064,8103,2386.0452,11845,1008
Jonathan Smith,senior engineer,home_improvement,154082,24000,13.59,60,55,30661840,0.2108,2/1/2023,4119,23137,7094.23,868.2852,14074,1224
Amy Rogers,gs-11 logistics specialist,moving,95374,8000,6,36,24,11532720,0.2976,2/1/2021,3773,33064,3813.18,1122.8448,7111,612
Phillip Ramos,doctor of audiology,car,160223,24000,11.99,36,80,38442400,0.992,2/1/2021,3773,33064,12710.6,3742.816,8304,720
Heather Shelton MD,physician assistant,credit_card,657944,16000,7.35,36,50,24026500,0.62,2/1/2021,3773,33064,7944.12,2339.26,60559,4860
Nancy Jordan,smt,credit_card,41666,12000,10.42,36,39,18740670,0.4836,2/1/2021,3773,33064,6196.42,1824.6228,23186,2160
Michael Moran,software engineer,debt_consolidation,22809,29000,11.98,36,96,46130880,1.1904,2/1/2021,3773,33064,15252.71,4491.3792,30000,2400
Leonard Garza,sales,home_improvement,24925,7000,9.44,36,22,10571660,0.2728,2/1/2021,3773,33064,3495.41,1029.2744,46372,4320
Taylor Sanders,mlo,debt_consolidation,117691,35000,14.08,60,82,45714016,1.476,2/1/2023,4119,23137,10576.85,6079.644,15924,1404
Richard Warner,manager,major_purchase,26925,40000,9.92,60,85,47386480,1.53,2/1/2023,4119,23137,10963.81,6302.07,3662,324
Samantha Johnson,foreman,credit_card,59263,25000,9.44,36,80,38442400,0.992,2/1/2021,3773,33064,12710.6,3742.816,41988,3480
Blake Thompson,owner operator ,debt_consolidation,38759,25000,10.91,60,54,30104352,0.972,2/1/2023,4119,23137,6965.24,4003.668,12667,1116
Holly Adams,sr security consultant,major_purchase,34376,40000,13.59,60,92,51288896,1.656,2/1/2023,4119,23137,11866.71,6821.064,23186,2160
Angela Hogan,teacher,debt_consolidation,52557,15000,16.02,60,36,20069568,0.648,2/1/2023,4119,23137,4643.5,2669.112,2481,216
Lisa Meadows,letter carrier,credit_card,57229,40000,9.44,36,128,61507840,1.5872,2/1/2021,3773,33064,20336.95,5988.5056,18851,1584
Jade Patrick,heavy loader operator,debt_consolidation,37567,15000,15.04,60,36,20069568,0.648,2/1/2023,4119,23137,4643.5,2669.112,24809,2160
Stacey Pitts,registered nurse,credit_card,24045,10000,12.61,36,34,16338020,0.4216,2/1/2021,3773,33064,5402,1590.6968,10530,972
John Silva,proyect manager,home_improvement,26435,8000,17.09,36,29,13935370,0.3968,2/1/2021,3773,33064,4607.59,1497.1264,49564,4500
Melinda Bryant,driver,credit_card,24448,12000,16.02,60,29,16167152,0.522,2/1/2023,4119,23137,3740.59,2150.118,38625,3240
Kathleen Miller,cardiac sonographer,debt_consolidation,42869,11000,11.99,60,24,13379712,0.432,2/1/2023,4119,23137,3095.66,1779.408,12016,1116
Paul Mullins,store manager,debt_consolidation,19638,14000,9.93,36,45,21623850,0.558,2/1/2021,3773,33064,7149.71,2105.334,26252,2340
William Hernandez,security gard,debt_consolidation,8222,2000,11.99,36,7,3363710,0.1125,2/1/2021,3773,33064,1112.18,424.4625,24782,2268
Danny Garner,owner,debt_consolidation,21660,20000,13.59,60,46,25644448,0.828,2/1/2023,4119,23137,5933.36,3410.532,3053,288
Michael Marsh,deputy,credit_card,59248,9500,10.42,36,31,14896430,0.3844,2/1/2021,3773,33064,4925.36,1450.3412,14642,1332
Nicholas Harrison,irb coordinaor,debt_consolidation,46306,30000,10.42,36,97,46611410,1.2028,2/1/2021,3773,33064,15411.6,4538.1644,2313,180
Gregory Woodard,operations manager,credit_card,59178,20000,10.91,60,43,23971984,0.774,2/1/2023,4119,23137,5546.4,3188.106,63018,5100
Mark Campbell,purchasing assistant,debt_consolidation,6487,7500,5.32,36,23,11052190,0.2852,2/1/2021,3773,33064,3654.3,1076.0596,18587,1692
Meagan Kelly,repairman,debt_consolidation,54828,25000,15.05,36,87,41806110,1.0788,2/1/2021,3773,33064,13822.77,4070.3124,25227,2340
Bryce Moran,project manager,other,102500,10000,16.02,36,35,16818550,0.434,2/1/2021,3773,33064,5560.89,1637.482,27077,2268
Teresa Evans,server,credit_card,52074,5000,10.91,36,16,7688480,0.1984,2/1/2021,3773,33064,2542.12,748.5632,9610,900
Wendy Wilson,admission's co-ordinator,debt_consolidation,134052,34800,13.59,36,118,56702540,1.4632,2/1/2021,3773,33064,18748.13,5520.6536,31416,2700
James Holmes,visa and passport specialist,credit_card,11445,30000,21.45,60,82,45714016,1.476,2/1/2023,4119,23137,10576.85,6079.644,11593,1080
John Blankenship,systems analyst,debt_consolidation,104390,20700,9.92,36,67,32195510,0.594,2/1/2021,3773,33064,10645.12,2241.162,48251,4212
Tony Robinson,labor relations specialist,other,310894,1550,9.93,36,5,2402650,0.062,2/1/2021,3773,33064,794.41,233.926,68208,5280
Sherry White,office manager,debt_consolidation,64351,10000,7.34,36,31,14896430,0.3844,2/1/2021,3773,33064,4925.36,1450.3412,14965,1260
Sandra Coleman,field consultant,debt_consolidation,67686,30000,5.32,36,90,43247700,1.116,2/1/2021,3773,33064,14299.42,4210.668,29273,2340
Daniel Gonzales,general services supervisor,credit_card,32950,32000,13.59,36,109,52377770,1.3516,2/1/2021,3773,33064,17318.19,5099.5868,37040,2880
Rebecca Olson,account supporr,credit_card,30121,10000,7.34,60,20,11149760,0.36,2/1/2023,4119,23137,2579.72,1482.84,13426,1224
Jeffrey Wyatt,operater ,debt_consolidation,49657,4500,21.45,36,17,8169010,0.2108,2/1/2021,3773,33064,2701,795.3484,24032,2196
Julia Wilson,driver,debt_consolidation,27386,10000,10.91,36,33,15857490,0.4092,2/1/2021,3773,33064,5243.12,1543.9116,37015,3168
Jeffrey Perez,supervisor ,home_improvement,28916,25000,14.08,60,58,32334304,1.044,2/1/2023,4119,23137,7481.19,4300.236,25973,2280
Jenna Harmon,legal secretary,credit_card,45620,17000,9.44,36,54,25948620,0.6696,2/1/2021,3773,33064,8579.65,2526.4008,64752,5340
Angel Thompson,office manager,other,40181,15500,10.42,60,33,18397104,0.594,2/1/2023,4119,23137,4256.54,2446.686,25488,2304
Jason Phillips DDS,operations  supervisor,debt_consolidation,65368,40000,12.62,60,90,50173920,1.62,2/1/2023,4119,23137,11608.74,6672.78,20742,1740
Angela Anderson,programmer analyst,debt_consolidation,25358,14000,9.43,36,45,21623850,0.558,2/1/2021,3773,33064,7149.71,2105.334,58880,5040
Sarah Lynch,detective,home_improvement,72702,12000,18.06,60,31,17282128,0.558,2/1/2023,4119,23137,3998.57,2298.402,40390,3180
Grant Walker,supervising engineering technician,debt_consolidation,78563,13000,7.97,36,41,19701730,0.5084,2/1/2021,3773,33064,6514.18,1918.1932,42600,3480
Scott Harris DDS,director of pharmacy,credit_card,81406,12000,6.08,36,37,17779610,0.4588,2/1/2021,3773,33064,5878.65,1731.0524,34420,2940
Timothy Henderson,assistant manager,debt_consolidation,33957,20000,14.08,60,47,26201936,0.846,2/1/2023,4119,23137,6062.34,3484.674,54075,4560
Melissa Banks,rocket technician,debt_consolidation,83640,6000,10.42,36,19,9130070,0.2356,2/1/2021,3773,33064,3018.77,888.9188,28370,2628
Lindsey Munoz,tank relocation specialist ,debt_consolidation,28548,6000,13.58,36,20,9610600,0.248,2/1/2021,3773,33064,3177.65,935.704,47985,4020
Catherine Roy,manager,other,55346,4000,21.45,36,15,7207950,0.186,2/1/2021,3773,33064,2383.24,701.778,22830,2088
Eric Scott DDS,vice president,credit_card,104822,25000,5.32,36,75,36039750,0.93,2/1/2021,3773,33064,11916.18,3508.89,21232,1872
Michael Walker,crna,credit_card,216560,32000,9.93,36,103,49494590,1.2772,2/1/2021,3773,33064,16364.89,4818.8756,14806,1260
Thomas Stevens,bank coordinator,other,10466,30000,12.61,36,101,48533530,1.2524,2/1/2021,3773,33064,16047.13,4725.3052,35185,3060
Erica Mckee,business administrator,debt_consolidation,31458,15000,10.42,36,49,23545970,0.6076,2/1/2021,3773,33064,7785.24,2292.4748,17040,1380
David Harris,stylist,other,11963,5000,7.35,36,16,7688480,0.1984,2/1/2021,3773,33064,2542.12,748.5632,17390,1620
Carla Black,svp,credit_card,79443,35000,19.03,36,128,61507840,1.5872,2/1/2021,3773,33064,20336.95,5988.5056,32808,2916
Katelyn Hill,,debt_consolidation,42779,20000,21.45,60,55,30661840,0.99,2/1/2023,4119,23137,7094.23,4077.81,25560,2100
Christopher Hooper,president of media division,debt_consolidation,280414,35000,26.3,60,105,58536240,1.89,2/1/2023,4119,23137,13543.53,7784.91,16540,1440
Travis Ellison,radiology manager,debt_consolidation,110708,25000,9.93,60,53,29546864,0.954,2/1/2023,4119,23137,6836.26,3929.526,21630,1800
Tammy Payne,machine operator,debt_consolidation,18726,20000,15.04,36,69,33156570,0.8556,2/1/2021,3773,33064,10962.89,3228.1788,12832,1152
Andrew Cooke,aftermarket expeditor,debt_consolidation,25345,14000,10.42,36,45,21623850,0.558,2/1/2021,3773,33064,7149.71,2105.334,15898,1380
Katherine Crawford,real estate agent ,debt_consolidation,7820,20000,15.05,60,48,26759424,0.864,2/1/2023,4119,23137,6191.33,3558.816,42060,3420
Richard Fitzgerald,group leader hi-lo operator ,debt_consolidation,26734,25000,11.99,36,83,39883990,1.0292,2/1/2021,3773,33064,13187.24,3883.1716,32815,2916
Veronica Jacobs,program director,debt_consolidation,83527,30000,18.06,36,109,52377770,1.3516,2/1/2021,3773,33064,17318.19,5099.5868,19248,1728
Shelby Burton,track welder,home_improvement,48877,40000,6.08,36,122,58624660,1.5128,2/1/2021,3773,33064,19383.66,5707.7944,43247,3996
Michelle Mullen,it,debt_consolidation,8816,12000,25.82,60,36,20069568,0.648,2/1/2023,4119,23137,4643.5,2669.112,10434,972
Caleb Gomez,forman,debt_consolidation,70365,20000,18.06,36,72,34598160,0.8928,2/1/2021,3773,33064,11439.54,3368.5344,13594,1188
Renee Clark,sales,credit_card,23410,10000,23.88,60,29,16167152,0.522,2/1/2023,4119,23137,3740.59,2150.118,9600,792
Nicole Barnes,marketing,debt_consolidation,72796,9000,9.44,36,29,13935370,0.3596,2/1/2021,3773,33064,4607.59,1356.7708,11351,1044
Julie Pratt,cardiothoracic surgery physician assist,debt_consolidation,251337,24000,11.99,60,53,29546864,0.954,2/1/2023,4119,23137,6836.26,3929.526,11262,972
Nathan Nelson,material handler,other,4479,4375,10.42,36,14,6727420,0.1736,2/1/2021,3773,33064,2224.35,654.9928,22825,2088
Samantha Lane,senior implementation analyst,other,103139,3150,7.97,36,10,4805300,0.124,2/1/2021,3773,33064,1588.82,467.852,7039,612
Jennifer Greene,parts tech,credit_card,37169,10000,9.44,36,32,15376960,0.3968,2/1/2021,3773,33064,5084.24,1497.1264,43886,3708
Cassandra Williams,warehouse,debt_consolidation,22913,9100,25.82,36,37,17779610,0.4588,2/1/2021,3773,33064,5878.65,1731.0524,36540,2820
Robert Scott,it manager,home_improvement,10573,40000,6.08,36,122,58624660,0.882,2/1/2021,3773,33064,19383.66,3327.786,11980,972
Kimberly Soto,claims specialist,debt_consolidation,3423,2100,9.44,36,7,3363710,0.0868,2/1/2021,3773,33064,1112.18,327.4964,5630,504
Jacob Smith,inventory control specialist,debt_consolidation,22920,3200,7.34,36,10,4805300,0.124,2/1/2021,3773,33064,1588.82,467.852,18587,1692
Jacqueline Humphrey,,debt_consolidation,29666,10000,10.91,36,33,15857490,0.4092,2/1/2021,3773,33064,5243.12,1543.9116,28808,2340
Patrick Perkins,project manager ,credit_card,83683,35000,14.07,36,120,57663600,1.488,2/1/2021,3773,33064,19065.89,5614.224,7402,648
Frank Roach,executive vendor analyst ,debt_consolidation,46613,6800,6.71,36,21,10091130,0.2604,2/1/2021,3773,33064,3336.53,982.4892,7709,648
Mitchell Hamilton,lpn,debt_consolidation,25046,10000,17.09,36,36,17299080,0.4464,2/1/2021,3773,33064,5719.77,1684.2672,17963,1620
Michael Garner,electrical engineer,debt_consolidation,23545,25000,10.42,60,54,30104352,0.972,2/1/2023,4119,23137,6965.24,4003.668,22448,1920
Andrew Kim,roi,debt_consolidation,12810,10000,18.06,36,36,17299080,0.4464,2/1/2021,3773,33064,5719.77,1684.2672,22910,1800
Kaitlin Martin,account services representative ,debt_consolidation,2528,5000,15.05,36,17,8169010,0.2108,2/1/2021,3773,33064,2701,795.3484,7258,612
Amanda Cox,customer service/sales associate,debt_consolidation,44986,11500,9.44,60,24,13379712,0.432,2/1/2023,4119,23137,3095.66,1779.408,18289,1548
Cameron Harvey,truck driver,credit_card,48820,15000,10.91,36,49,23545970,0.6076,2/1/2021,3773,33064,7785.24,2292.4748,38937,3492
Laura Martinez,"svp, public policy",debt_consolidation,302550,34000,13.59,60,78,43484064,1.404,2/1/2023,4119,23137,10060.91,5783.076,9852,864
Dustin Hendrix,surveyor,debt_consolidation,50622,9600,7.35,36,30,14415900,0.372,2/1/2021,3773,33064,4766.47,1403.556,51316,4608
David Chavez,parts dept ,debt_consolidation,17073,20000,9.93,36,64,30753920,1.425,2/1/2021,3773,33064,10168.48,5376.525,22314,1980
David Baker,manager,home_improvement,69454,6000,12.61,36,20,9610600,0.248,2/1/2021,3773,33064,3177.65,935.704,1239,108
Laura Johnson,sales manager,credit_card,10834,4100,14.08,36,14,6727420,0.5096,2/1/2021,3773,33064,2224.35,1922.7208,24776,2268
Katie Benjamin,human resources specialist,debt_consolidation,18935,12000,25.82,60,36,20069568,0.648,2/1/2023,4119,23137,4643.5,2669.112,7433,684
Briana Peterson DDS,director of facilities and logistics,debt_consolidation,256949,20000,6.72,36,61,29312330,0.7564,2/1/2021,3773,33064,9691.83,2853.8972,22448,1920
Ricardo Nelson,musician,debt_consolidation,16151,7500,14.07,36,26,12493780,0.3224,2/1/2021,3773,33064,4130.94,1216.4152,30231,2520
Michael Scott,auto paint tech,credit_card,65560,20000,10.91,60,43,23971984,0.5,2/1/2023,4119,23137,5546.4,2059.5,10985,1008
Mark Greene,machinest,debt_consolidation,22014,11200,12.62,60,25,13937200,0.45,2/1/2023,4119,23137,3224.65,1853.55,24914,2232
Debra Roach,a&p mechanic,credit_card,30562,12000,10.91,36,39,18740670,0.4836,2/1/2021,3773,33064,6196.42,1824.6228,24465,2040
Jeffrey Jackson,rn,medical,68631,40000,9.93,60,85,47386480,1.53,2/1/2023,4119,23137,10963.81,6302.07,24782,2268
Andrew Reed,ceo,debt_consolidation,191738,30000,6.72,36,92,44208760,1.1408,2/1/2021,3773,33064,14617.18,4304.2384,12832,1152
Nicholas Miller,owner,home_improvement,45724,12000,5.32,36,36,17299080,0.2125,2/1/2021,3773,33064,5719.77,801.7625,11824,1080
Dennis Brown,driver,other,20645,2500,19.03,36,9,4324770,0.1116,2/1/2021,3773,33064,1429.94,421.0668,2888,252
Whitney Williams,owner,debt_consolidation,23527,40000,16.02,60,97,54076336,1.746,2/1/2023,4119,23137,12511.64,7191.774,47284,4392
Jessica Garcia,transaction specialist,debt_consolidation,22674,32000,9.44,36,102,49014060,1.2648,2/1/2021,3773,33064,16206.01,4772.0904,45037,3924
Jeffrey Thomas,,debt_consolidation,25657,24000,9.44,60,50,27874400,0.9,2/1/2023,4119,23137,6449.3,3707.1,40775,3360
Haley Edwards,business intelligence developer,debt_consolidation,73512,28000,26.3,60,84,46828992,1.512,2/1/2023,4119,23137,10834.82,6227.928,14646,1332
Austin Johnson,physician ,debt_consolidation,29217,16500,9.43,60,35,19512080,0.075,2/1/2023,4119,23137,4514.51,308.925,4138,396
Sean Odonnell,network operations center analyst,credit_card,39285,9600,21.85,36,37,17779610,0.4588,2/1/2021,3773,33064,5878.65,1731.0524,8275,756
Laura Thomas,salesman ,debt_consolidation,37951,40000,7.35,60,80,44599040,1.44,2/1/2023,4119,23137,10318.88,5931.36,14115,1260
Pamela Wang,highway trasportation specialist ii,car,22784,36000,9.43,36,115,55260950,1.426,2/1/2021,3773,33064,18271.48,5380.298,7094,648
Kyle Curry,manager,debt_consolidation,46055,12000,5.32,36,36,17299080,0.4464,2/1/2021,3773,33064,5719.77,1684.2672,14869,1368
Paula Marsh,attorney,debt_consolidation,72792,20000,12.61,36,67,32195510,0.8308,2/1/2021,3773,33064,10645.12,3134.6084,12016,1116
Anthony Garza,driver,debt_consolidation,28645,16000,22.91,60,45,25086960,0.81,2/1/2023,4119,23137,5804.37,3336.39,68730,5400
Edwin Jackson,registered nurse,debt_consolidation,80180,35000,12.62,36,117,56222010,1.4508,2/1/2021,3773,33064,18589.25,5473.8684,19272,1560
Chloe Tran,nurse anesthetist,home_improvement,325450,15000,5.31,36,45,21623850,0.558,2/1/2021,3773,33064,7149.71,2105.334,52256,4440
Leslie Lee,vp of sales,credit_card,54606,25000,15.05,60,60,33449280,1.08,2/1/2023,4119,23137,7739.16,4448.52,7323,684
Timothy Allison,team leader,other,71435,25000,12.62,60,56,31219328,1.008,2/1/2023,4119,23137,7223.22,4151.952,47863,4200
Ashley Carter,federal work-study,debt_consolidation,1900,3000,10.9,36,10,4805300,0.7826,2/1/2021,3773,33064,1588.82,2952.7498,48930,4080
Curtis Hill,automotive technician,home_improvement,89575,25000,14.08,36,86,41325580,1.0664,2/1/2021,3773,33064,13663.89,4023.5272,10618,936
Louis Jordan,insurance producer,small_business,28418,15000,7.35,36,47,22584910,0.5828,2/1/2021,3773,33064,7467.47,2198.9044,35050,2880
Olivia Reeves,,debt_consolidation,100801,35000,7.35,36,109,52377770,1.3516,2/1/2021,3773,33064,17318.19,5099.5868,14250,1296
Jeanette White,supervisor,credit_card,24873,8000,13.59,36,27,12974310,0.3348,2/1/2021,3773,33064,4289.83,1263.2004,12202,1116
Jill Williams,operations manager,credit_card,20021,8000,11.98,36,27,12974310,0.3348,2/1/2021,3773,33064,4289.83,1263.2004,29030,2484
Juan Ballard,insurance agent,credit_card,18863,10000,11.99,36,33,15857490,0.4092,2/1/2021,3773,33064,5243.12,1543.9116,17780,1548
Melissa Martin,claims adjudicator,debt_consolidation,17445,16000,25.82,60,48,26759424,0.864,2/1/2023,4119,23137,6191.33,3558.816,25958,2304
Kevin Reed,rn,credit_card,195735,12000,9.93,36,39,18740670,1.134,2/1/2021,3773,33064,6196.42,4278.582,28990,2700
Angela Grant,city carrier ,debt_consolidation,13557,10000,9.44,36,32,15376960,0.3968,2/1/2021,3773,33064,5084.24,1497.1264,4355,360
Joan Cox,park supervisor 1,moving,24313,3500,7.97,36,11,5285830,0.1364,2/1/2021,3773,33064,1747.71,514.6372,24120,2124
